,building_id,total_consumption
0,Panther_education_Teofila,6.588485886934991
1,Panther_education_Jerome,14.757975360851287
2,Panther_education_Misty,47.1436034659016
3,Panther_education_Tina,3.49137123811446
4,Panther_education_Janis,8.834086336484178
5,Panther_education_Quintin,8.851837048415812
6,Panther_education_Violet,75.93632107105395
7,Panther_education_Edna,4.860371078921752
8,Panther_education_Sophia,11.173451423923375
9,Panther_education_Hugh,21.125597824274493
10,Panther_education_Annetta,4.337091965694398
11,Panther_education_Ivan,8.457452769904888
12,Panther_education_Alecia,8.95849917732406
13,Panther_education_Rosalie,34.621669291576154
14,Panther_education_Jonathan,8.681748793727381
15,Panther_education_Neal,11.500832261249732
16,Panther_education_Mohammad,5.309428881231738
17,Panther_education_Enriqueta,5.023315783870891
18,Panther_education_Shelton,8.130880769888893
19,Panther_education_Aurora,5.615946432731388
20,Panther_education_Vincent,5.183215480836763
21,Panther_education_Mattie,4.436698763516219
22,Panther_education_Genevieve,7.811961823031459
23,Panther_education_Diann,16.30644947698903
24,Panther_education_Emily,7.421912419710933
25,Panther_education_Scarlett,3.0143529034869845
26,Panther_education_Zelda,4.1371140594386375
27,Panther_education_Gina,15.189342098522122
28,Panther_education_Karri,27.566750503125448
29,Panther_education_Cleopatra,4.742591693588469
30,Robin_education_Zenia,11.834292015149124
31,Robin_education_Derick,13.612864431913117
32,Robin_education_Della,2.583139053007544
33,Robin_education_Leslie,25.040622690786265
34,Robin_education_Mercedes,17.271303258577277
35,Robin_education_Julius,9.704294752594032
36,Robin_education_Lashandra,4.51472133364603
37,Robin_education_Lizbeth,22.757575403964687
38,Robin_education_Madeline,14.231567502678093
39,Robin_education_Jasper,17.873341504188332
40,Robin_education_Terrance,12.829073191702637
41,Robin_education_Cecilia,13.099708040884874
42,Robin_education_Kiera,6.049344151782551
43,Robin_education_So,14.868454891018725
44,Robin_education_Derrick,13.311072446713359
45,Robin_education_Megan,12.108659054074856
46,Robin_education_Takako,42.8046925501815
47,Robin_education_Margarito,23.144424417906627
48,Robin_education_Kristopher,7.759706587818032
49,Robin_education_Billi,3.688236185627341
50,Robin_education_Audrea,42.70307557888287
51,Robin_education_Karyl,6.989314818683155
52,Fox_education_Virginia,2.956322856099548
53,Fox_education_Lilly,5.572158352606589
54,Fox_education_Kris,13.329722907488987
55,Fox_education_Gayla,2.8773544620631792
56,Fox_education_Andre,9.48951903895799
57,Fox_education_Willis,37.39542369150206
58,Fox_education_Charles,6.350041698742624
59,Fox_education_Leota,6.491736893477267
60,Fox_education_Theodore,8.690432054051207
61,Fox_education_Dewayne,3.2670950755701496
62,Fox_education_Jacqueline,0.5601184522447227
63,Fox_education_Yolande,11.573648685777545
64,Fox_education_Lesley,2.8955001285677557
65,Fox_education_Maris,3.5907768194620786
66,Fox_education_John,4.450150032331424
67,Fox_education_Marcelina,3.871693072188955
68,Fox_education_Sterling,1.9301223437068782
69,Fox_education_Elvira,5.038291855612691
70,Fox_education_Ollie,5.872361909382698
71,Fox_education_Elois,6.414930455635492
72,Fox_education_Melinda,7.7047875207624426
73,Fox_education_Geoffrey,3.3641563706007718
74,Fox_education_Vernon,4.623488729731378
75,Fox_education_Tamika,6.872198807339816
76,Fox_education_Janina,5.062601421074357
77,Fox_education_Burton,2.5183191403081917
78,Fox_education_Gloria,17.213992369121563
79,Fox_education_Nilda,4.772344368700503
80,Fox_education_Ashli,14.105503199198274
81,Fox_education_Miguelina,4.326970410851624
82,Fox_education_Long,4.247458384706199
83,Fox_education_Louie,1.7129571137625261
84,Fox_education_Shaun,4.157075506153436
85,Fox_education_Kim,3.6950338112450494
86,Fox_education_Otilia,11.174603549199478
87,Fox_education_Tonya,7.103100441291982
88,Fox_education_Elizabeth,5.8469043284549755
89,Fox_education_Eddy,8.278162376744781
90,Fox_education_Melvin,9.170894302728517
91,Fox_education_Eldon,15.74198320581457
92,Fox_education_Suzan,3.40154786709069
93,Fox_education_Shirley,4.460011079888735
94,Fox_education_Claude,19.717784856179748
95,Fox_education_Maureen,1.958173700121716
96,Fox_education_Dominique,7.69852718864079
97,Fox_education_Stacia,8.589468416015313
98,Fox_education_Ray,15.48071418529453
99,Fox_education_Marlana,10.848981084731067
100,Fox_education_Rudolph,3.807850924141868
101,Fox_education_Leona,3.781122407572962
102,Fox_education_Kendrick,3.873074030087094
103,Fox_education_Heriberto,4.352756515256516
104,Fox_education_Carleen,5.782422597158588
105,Fox_education_Cynthia,10.98465713041827
106,Fox_education_Rosie,5.664805895656704
107,Fox_education_Shawanda,5.4191694441551235
108,Fox_education_Henrietta,19.152094097385316
109,Fox_education_Virgil,5.404456761391475
110,Fox_education_Claire,2.5831475877112213
111,Fox_education_Wendell,9.602870360385971
112,Fox_education_Etta,16.47195831017232
113,Fox_education_Delma,3.746902103868286
114,Fox_education_Jaclyn,10.486988168257998
115,Rat_education_Adrian,4.94646193945906
116,Rat_education_Lee,5.551853276407457
117,Rat_education_Alfonso,18.34377273091658
118,Rat_education_Kathryn,6.3108456815253176
119,Rat_education_Keith,4.17775828698003
120,Rat_education_Morton,4.300714469127577
121,Rat_education_Willy,3.612922539105219
122,Rat_education_Davis,3.623224693646381
123,Rat_education_Edmund,2.6275191386657606
124,Rat_education_Conrad,1.8557760241079213
125,Rat_education_Verna,5.020850707632301
126,Rat_education_Kandice,2.6802880843003263
127,Rat_education_Carmela,7.076111603370796
128,Rat_education_Donnell,1.3884230096532995
129,Rat_education_Lincoln,5.504990114633413
130,Rat_education_Alfred,7.641671823298268
131,Rat_education_Jesse,3.1402093751085185
132,Rat_education_Leonardo,3.9539408969973393
133,Rat_education_Moises,7.669282206057185
134,Rat_education_Imelda,0.26830769545194433
135,Rat_education_Roxanne,2.7646501392628666
136,Rat_education_Lynn,4.656850892065815
137,Rat_education_Marvin,3.7468095371846917
138,Rat_education_Beverly,7.600911050674156
139,Rat_education_Matt,4.992493544832181
140,Rat_education_Penny,6.9944070599640735
141,Rat_education_Terese,2.5785361289679574
142,Rat_education_Irma,4.145187445477799
143,Rat_education_Calvin,2.584718949504851
144,Rat_education_Earnest,4.148100445051424
145,Rat_education_Earl,8.12406713419275
146,Rat_education_Wilmer,5.971550857424691
147,Rat_education_Stuart,2.2672275074422297
148,Rat_education_Mavis,6.063665293929299
149,Rat_education_Marianna,5.129103638507538
150,Rat_education_Chance,2.2492168502360173
151,Rat_education_Dana,5.662930381350563
152,Rat_education_Willie,8.735534795034692
153,Rat_education_Eleonora,7.132881519996007
154,Rat_education_Debra,8.419547497126137
155,Rat_education_Mose,3.285083330886982
156,Rat_education_Marcos,18.504125438575603
157,Rat_education_Liz,5.006296044978674
158,Rat_education_Jacob,3.882918690843815
159,Rat_education_Zina,3.472007348690494
160,Rat_education_Barbara,0.02496587444346639
161,Rat_education_Sherwood,4.403399650258628
162,Rat_education_Pat,5.430297475782968
163,Rat_education_Abigail,5.70629872079585
164,Rat_education_Gricelda,5.609123751935502
165,Rat_education_Renee,4.133287132448986
166,Rat_education_Patty,3.9543987505408342
167,Rat_education_Mona,5.783910535009513
168,Rat_education_Elsie,1.5044124002485328
169,Rat_education_Winnie,3.614429504778875
170,Rat_education_Everett,8.073023604793653
171,Rat_education_Alyson,0.7219294017851979
172,Rat_education_Tristan,1.0477758442015523
173,Rat_education_Mac,5.784939019399198
174,Rat_education_Adell,5.875817748971363
175,Rat_education_Theo,7.68582467710756
176,Rat_education_Nydia,6.811075199414281
177,Rat_education_Francisca,1.297971419848407
178,Rat_education_Barney,1.5009690972222223
179,Rat_education_Rosalyn,4.308039395896468
180,Rat_education_Jame,6.7178734658427555
181,Rat_education_Elisa,3.965536551683855
182,Rat_education_Cecil,3.8194965176931697
183,Rat_education_Cedric,5.5207680888082
184,Rat_education_Salvatore,6.663656619138637
185,Rat_education_Nona,1.5047852706781037
186,Rat_education_Fernando,4.181879906931984
187,Rat_education_Shellie,4.579381972565443
188,Rat_education_Bryant,3.2357835214970616
189,Rat_education_Maricela,7.841499574698423
190,Rat_education_Ulrike,8.808550036663966
191,Rat_education_Milagros,4.394138443240053
192,Rat_education_Zoe,5.30597234070053
193,Rat_education_Dreama,3.2257539391033165
194,Rat_education_Tim,5.413066898562548
195,Rat_education_Royal,3.755728950211952
196,Rat_education_Humberto,8.54047036498708
197,Rat_education_Veronica,3.8523985177522584
198,Rat_education_Rogelio,7.966123542384405
199,Rat_education_Kristie,6.431205943769541
200,Rat_education_Kelsey,6.426665971289031
201,Rat_education_Brett,3.0352510105598567
202,Rat_education_Vicky,3.7546201156000873
203,Rat_education_Denise,4.731965374439204
204,Rat_education_Robyn,5.926424396774088
205,Rat_education_Romana,1.4878214226239137
206,Rat_education_Paula,6.272963773148148
207,Rat_education_Meghan,4.245240966056487
208,Rat_education_Yu,14.294724556489262
209,Rat_education_Cinthia,1.3223211327182547
210,Rat_education_Nellie,5.982179065651557
211,Rat_education_Deanna,5.189907337387909
212,Rat_education_Sina,6.992908037009498
213,Rat_education_Candida,14.325630218817565
214,Rat_education_Dianne,7.262284390853614
215,Rat_education_Esther,5.716031742963192
216,Rat_education_Guillermo,5.351335692291071
217,Rat_education_Alonzo,8.226764608095753
218,Rat_education_Susana,0.050814734092035053
219,Rat_education_Colin,2.9469214495596767
220,Rat_education_Dann,4.175300037944024
221,Rat_education_Jeanne,1.9492645014990058
222,Rat_education_Lonnie,4.788582748500245
223,Rat_education_Jena,16.001146589037255
224,Rat_education_Tania,5.7058735109914105
225,Rat_education_Angelica,5.382038788298159
226,Bear_education_Lidia,1.6491564369932372
227,Bear_education_Nanette,6.604997739343684
228,Bear_education_Lewis,1.8295574304935014
229,Bear_education_Darrell,2.807875109850222
230,Bear_education_Thuy,3.3175550550575457
231,Bear_education_Mara,15.844691920167797
232,Bear_education_Bulah,23.21129502576733
233,Bear_education_Iris,3.120047128043007
234,Bear_education_Rebecca,20.361016519949764
235,Bear_education_Herb,2.1548703126177022
236,Bear_education_Tara,1.7675843439160648
237,Bear_education_Augusta,2.9041048920784616
238,Bear_education_Maryjane,14.794394475458756
239,Bear_education_Curtis,6.174094772734655
240,Bear_education_Arnold,1.1217351365827533
241,Bear_education_Chana,2.0650153248979737
242,Bear_education_Sandy,1.8556926566740688
243,Bear_education_Holly,0.5829025280121731
244,Bear_education_Gavin,4.622038585873401
245,Bear_education_Paola,4.1408463079114135
246,Bear_education_Santos,2.286850839324094
247,Bear_education_Deena,1.795399728582804
248,Bear_education_Lorie,12.966127766555484
249,Bear_education_Merrill,2.5689117830391823
250,Bear_education_Oscar,1.991630917531903
251,Bear_education_Marta,3.4324667394297173
252,Bear_education_Danna,3.8934161781395096
253,Bear_education_Destiny,9.784584927259447
254,Bear_education_Patricia,13.633921680101201
255,Bear_education_Lila,6.894596026103212
256,Bear_education_Zandra,25.978363072874266
257,Bear_education_Elise,2.5648909709989938
258,Bear_education_Bob,1.6389762380569552
259,Bear_education_Sharon,7.867777666913735
260,Bear_education_Yuri,1.7659544035725898
261,Bear_education_Wilton,19.91635922353991
262,Bear_education_Fannie,14.666883946669138
263,Bear_education_Chad,9.498835942994514
264,Bear_education_Derek,10.403828927104723
265,Bear_education_Carlo,1.136328125792383
266,Bear_education_Pattie,7.681671441301814
267,Bear_education_Marsha,3.0935801009895156
268,Bear_education_Chun,8.058316069695206
269,Bear_education_Clint,5.490806780960572
270,Bear_education_Owen,3.0755616331921933
271,Bear_education_Herman,0.2956411576067456
272,Bear_education_Deborah,0.5920782303252443
273,Bear_education_Katy,3.2856191847359772
274,Bear_education_Laurette,4.511661254310274
275,Bear_education_Leonel,6.1184240199936095
276,Bear_education_Val,8.374374564356796
277,Bear_education_Marie,1.8470457859518836
278,Bear_education_Benjamin,0.3714182035953531
279,Bear_education_Austin,3.8211780278789664
280,Bear_education_Bonita,0.19853876541623844
281,Bear_education_Wm,2.1176919710412108
282,Bear_education_Shelley,2.7185523516304126
283,Bear_education_Alvaro,14.661081030864377
284,Bear_education_Benita,14.136076780333582
285,Bear_education_Millie,1.969530262959045
286,Bear_education_Irene,13.597914441085946
287,Bear_education_Wade,1.9093218734996082
288,Bear_education_Babara,15.750136540710855
289,Bear_education_Liliana,9.516917408234516
290,Bear_education_Alfredo,0.11682627500819942
291,Bear_education_Yvette,2.887708658168282
292,Bear_education_Lashanda,2.3845292324863943
293,Lamb_education_Daniel,1.7561412418528861
294,Lamb_education_Gabriel,1.2889181790545674
295,Lamb_education_Domitila,1.5643420628933251
296,Lamb_education_Debby,1.232759367612293
297,Lamb_education_Ira,1.086278971851145
298,Lamb_education_Luz,1.924151020329444
299,Lamb_education_Bert,0.8509726973227909
300,Lamb_education_Nichol,0.1598965603323424
301,Lamb_education_Traci,0.563983084667637
302,Lamb_education_Camille,1.621063739815105
303,Lamb_education_Harold,1.6625316252805833
304,Lamb_education_Renae,0.2093522093522094
