timestamp,Bear,Bobcat,Bull,Cockatoo,Crow,Eagle,Fox,Gator,Hog,Lamb,Moose,Mouse,Panther,Peacock,Rat,Robin,Shrew,Swan,Wolf
2016-06-01,16.316666666666666,18.658333333333335,24.704166666666666,18.400000000000002,17.8625,23.537499999999998,32.362500000000004,26.599999999999998,16.974999999999998,16.208333333333332,17.8625,12.754166666666668,26.599999999999998,24.27916666666667,25.34166666666667,12.754166666666668,12.754166666666668,19.016666666666666,12.862499999999999
2016-06-02,17.3,20.783333333333335,23.84583333333333,20.220833333333335,19.029166666666665,20.079166666666666,33.9625,27.620833333333334,18.204166666666666,14.291666666666666,19.029166666666665,11.25,27.620833333333334,23.1375,23.291666666666668,11.25,11.25,20.379166666666666,12.154166666666667
2016-06-03,20.5625,20.858333333333334,23.2,21.133333333333333,20.333333333333332,19.420833333333334,36.0625,28.104166666666668,18.354166666666668,13.166666666666666,20.333333333333332,11.320833333333333,28.104166666666668,23.166666666666668,23.541666666666668,11.320833333333333,11.320833333333333,23.52916666666667,11.6875
2016-06-04,18.429166666666667,23.175,23.429166666666664,20.650000000000002,20.520833333333332,23.28333333333333,37.625,28.474999999999998,18.041666666666668,15.208333333333334,20.520833333333332,15.625,28.474999999999998,23.266666666666666,24.120833333333334,15.625,15.625,21.454166666666666,13.316666666666668
2016-06-05,16.3875,24.879166666666666,25.391666666666666,19.679166666666667,17.379166666666666,21.570833333333336,37.5875,26.795833333333334,20.833333333333332,19.041666666666668,17.379166666666666,17.291666666666668,26.795833333333334,23.045833333333334,24.287499999999998,17.291666666666668,17.291666666666668,19.0375,16.908333333333335
2016-06-06,16.2,27.537499999999998,26.616666666666664,19.241666666666667,19.116666666666667,23.883333333333336,36.31666666666667,25.895833333333332,17.991666666666667,18.75,19.116666666666667,18.216666666666665,25.895833333333332,24.27916666666667,25.275000000000002,18.216666666666665,18.216666666666665,18.179166666666667,16.341666666666665
2016-06-07,17.154166666666665,24.27916666666667,26.691666666666666,16.145833333333332,15.987499999999999,23.0125,34.1875,26.8125,16.858333333333334,15.666666666666666,15.987499999999999,18.825,26.8125,24.0625,24.820833333333336,18.825,18.825,18.662499999999998,16.620833333333334
2016-06-08,17.016666666666666,25.412499999999998,27.25,10.700000000000001,10.954166666666666,16.087500000000002,34.88333333333333,27.416666666666668,19.370833333333334,15.833333333333334,10.954166666666666,18.966666666666665,27.416666666666668,20.175,20.141666666666666,18.966666666666665,18.966666666666665,17.654166666666665,15.041666666666666
2016-06-09,16.379166666666666,26.825,26.525000000000002,12.566666666666668,12.225,16.962500000000002,34.041666666666664,25.420833333333334,22.96666666666667,16.875,12.225,17.224999999999998,25.420833333333334,21.320833333333333,21.275000000000002,17.224999999999998,17.224999999999998,17.179166666666667,15.4125
2016-06-10,16.733333333333334,25.224999999999998,27.037499999999998,13.079166666666666,13.358333333333334,18.7,32.4125,27.133333333333336,26.15833333333333,16.708333333333332,13.358333333333334,18.1875,27.133333333333336,23.195833333333336,22.954166666666666,18.1875,18.1875,18.212500000000002,16.291666666666668
2016-06-11,18.883333333333333,17.845833333333335,28.704166666666666,20.654166666666665,12.233333333333334,23.375,32.199999999999996,27.058333333333334,27.3125,15.708333333333334,12.233333333333334,18.991666666666667,27.058333333333334,26.683333333333334,26.941666666666666,18.991666666666667,18.991666666666667,20.599999999999998,15.754166666666668
2016-06-12,18.05,17.616666666666667,29.116666666666664,18.408333333333335,11.891666666666666,26.71666666666667,32.641666666666666,26.962500000000002,21.59583333333333,15.458333333333334,11.891666666666666,16.7625,26.962500000000002,28.82083333333333,28.441666666666666,16.7625,16.7625,20.066666666666666,15.183333333333332
2016-06-13,16.366666666666667,17.620833333333334,29.079166666666666,12.791666666666666,14.141666666666666,19.166666666666668,31.97083333333333,29.00833333333333,21.670833333333334,14.833333333333334,14.141666666666666,16.3875,29.00833333333333,22.629166666666666,22.662499999999998,16.3875,16.3875,18.220833333333335,13.604166666666666
2016-06-14,16.0625,20.025000000000002,29.058333333333334,14.495833333333332,17.041666666666668,20.5625,31.337500000000002,28.5625,20.179166666666667,13.875,17.041666666666668,15.608333333333334,28.5625,22.34166666666667,23.52916666666667,15.608333333333334,15.608333333333334,17.120833333333334,13.654166666666667
2016-06-15,15.875,22.849999999999998,29.833333333333332,18.212500000000002,20.645833333333332,21.804166666666664,31.90833333333333,28.045833333333334,20.866666666666667,14.083333333333334,20.645833333333332,15.266666666666666,28.045833333333334,23.28333333333333,23.308333333333334,15.266666666666666,15.266666666666666,16.066666666666666,13.304166666666667
2016-06-16,17.9875,17.820833333333333,29.304166666666664,20.1875,21.520833333333332,20.1375,32.31666666666667,27.787499999999998,21.5125,14.666666666666666,21.520833333333332,14.825000000000001,27.787499999999998,26.229166666666668,24.65833333333333,14.825000000000001,14.825000000000001,18.441666666666666,11.65
2016-06-17,18.0625,21.220833333333335,29.629166666666666,19.679166666666667,21.558333333333334,21.4875,33.6,28.05,23.891666666666666,13.916666666666666,21.558333333333334,15.470833333333333,28.05,20.666666666666668,22.84583333333333,15.470833333333333,15.470833333333333,19.395833333333332,11.883333333333333
